Date,FED RATE,US(10)BOND,Change %_x,Exchange Rate,Change %_y,CH(10)BOND,Change %_x,CH(1)BOND,Change %_y, S&P Stock,CH(1) BOND,Shanghai Stock,Change %,PPI,CPI,TRADE BALANCE,DEBT
20-Feb-08,3,3.892,-0.41%,7.144,-0.08%,4.25,0.00%,3.396,-0.03%,1360.03,2.16,4567.03,-2.09%,182.7,89.32,-18397.8,490.6
21-Feb-08,3.01,3.786,-2.72%,7.141,-0.04%,4.2,-1.18%,3.449,1.56%,1342.53,2.05,4527.18,-0.87%,182.7,89.32,-18397.8,490.6
22-Feb-08,2.97,3.805,0.50%,7.1422,0.02%,4.107,-2.21%,3.482,0.96%,1353.11,2.08,4370.28,-3.47%,182.7,89.32,-18397.8,490.6
25-Feb-08,3,3.91,2.76%,7.152,0.14%,4.08,-0.66%,3.376,-3.04%,1371.8,2.13,4192.53,-4.07%,182.7,89.32,-18397.8,490.6
26-Feb-08,2.85,3.858,-1.33%,7.157,0.07%,4.251,4.19%,3.504,3.79%,1381.29,2.07,4238.18,1.09%,182.7,89.32,-18397.8,490.6
27-Feb-08,2.93,3.852,-0.16%,7.1425,-0.20%,4.251,0.00%,3.504,0.00%,1380.02,2.02,4334.05,2.26%,182.7,89.32,-18397.8,490.6
28-Feb-08,3.06,3.672,-4.67%,7.1125,-0.42%,4.15,-2.38%,3.4,-2.97%,1367.68,1.92,4299.51,-0.80%,182.7,89.32,-18397.8,490.6
29-Feb-08,3.01,3.519,-4.17%,7.1119,-0.01%,4.08,-1.69%,3.373,-0.79%,1330.63,1.77,4348.54,1.14%,182.7,89.32,-18397.8,490.6
10-Mar-08,2.99,3.466,-2.12%,7.1065,-0.07%,4.2,0.00%,3.342,-0.12%,1273.37,1.46,4146.30,-3.59%,187.9,90.09,-20300.4,502
11-Mar-08,2.95,3.6,3.87%,7.1031,-0.05%,4.2,0.00%,3.34,-0.06%,1320.65,1.67,4165.88,0.47%,187.9,90.09,-20300.4,502
12-Mar-08,2.97,3.44,-4.44%,7.1014,-0.02%,4.159,-0.98%,3.237,-3.08%,1308.77,1.58,4070.12,-2.30%,187.9,90.09,-20300.4,502
13-Mar-08,2.98,3.526,2.50%,7.0904,-0.15%,4.2,0.99%,3.249,0.37%,1315.48,1.54,3971.26,-2.43%,187.9,90.09,-20300.4,502
14-Mar-08,2.99,3.466,-1.70%,7.0906,0.00%,4.159,-0.98%,3.234,-0.46%,1288.14,1.37,3962.67,-0.22%,187.9,90.09,-20300.4,502
17-Mar-08,2.69,3.297,-4.88%,7.0832,-0.10%,4.18,0.50%,3.394,4.95%,1276.6,1.32,3820.05,-3.60%,187.9,90.09,-20300.4,502
18-Mar-08,2.16,3.503,6.25%,7.08,-0.05%,4.2,0.48%,3.218,-5.19%,1330.74,1.4,3668.90,-3.96%,187.9,90.09,-20300.4,502
19-Mar-08,2.08,3.33,-4.94%,7.0667,-0.19%,4.18,-0.48%,3.279,1.90%,1298.42,1.33,3761.61,2.53%,187.9,90.09,-20300.4,502
20-Mar-08,2.22,3.341,0.33%,7.0525,-0.20%,4.19,0.24%,3.207,-2.20%,1329.51,1.33,3804.05,1.13%,187.9,90.09,-20300.4,502
24-Mar-08,2.08,3.558,6.50%,7.0555,0.04%,4.13,-1.43%,3.146,-1.84%,1349.88,1.68,3626.19,-4.49%,187.9,90.09,-20300.4,502
25-Mar-08,2.42,3.513,-1.26%,7.0519,-0.05%,4.17,0.97%,3.193,1.49%,1352.99,1.64,3629.62,0.09%,187.9,90.09,-20300.4,502
26-Mar-08,2.3,3.464,-1.39%,7.0294,-0.32%,4.17,0.00%,3.15,-1.35%,1341.13,1.56,3606.86,-0.63%,187.9,90.09,-20300.4,502
27-Mar-08,2.27,3.524,1.73%,7.0109,-0.26%,4.257,2.09%,3.149,-0.03%,1325.76,1.57,3411.49,-5.42%,187.9,90.09,-20300.4,502
28-Mar-08,2.09,3.441,-2.36%,7.012,0.02%,4.19,-1.57%,3.218,2.19%,1315.22,1.56,3580.15,4.94%,187.9,90.09,-20300.4,502
31-Mar-08,2.51,3.421,-0.58%,7.0124,0.01%,4.19,0.00%,3.213,-0.16%,1322.7,1.55,3472.71,-3.00%,187.9,90.09,-20300.4,502
10-Apr-08,2.3,3.545,1.84%,6.992,-0.14%,4.066,-0.34%,3.113,0.55%,1360.55,1.61,3471.74,1.69%,190.9,90.64,-21358.9,506.8
11-Apr-08,2.37,3.479,-1.86%,7.0065,0.21%,4.101,0.86%,3.299,5.97%,1332.83,1.52,3492.89,0.61%,190.9,90.64,-21358.9,506.8
14-Apr-08,2.32,3.513,0.98%,6.9994,-0.10%,4.08,-0.51%,3.076,-6.76%,1328.32,1.53,3296.67,-5.62%,190.9,90.64,-21358.9,506.8
15-Apr-08,2.32,3.606,2.65%,6.9925,-0.10%,4.03,-1.23%,3.1,0.78%,1334.43,1.56,3348.35,1.57%,190.9,90.64,-21358.9,506.8
16-Apr-08,2.35,3.714,3.00%,6.9922,0.00%,4.1,1.74%,3.217,3.77%,1364.71,1.65,3291.60,-1.69%,190.9,90.64,-21358.9,506.8
17-Apr-08,2.37,3.725,0.30%,6.9842,-0.11%,4.08,-0.49%,3.066,-4.69%,1365.56,1.77,3222.74,-2.09%,190.9,90.64,-21358.9,506.8
18-Apr-08,2.32,3.708,-0.46%,6.9939,0.14%,4.03,-1.23%,3.099,1.08%,1390.33,1.85,3094.67,-3.97%,190.9,90.64,-21358.9,506.8
21-Apr-08,2.28,3.731,0.62%,7,0.09%,4.08,1.24%,3.052,-1.52%,1388.17,1.86,3116.98,0.72%,190.9,90.64,-21358.9,506.8
22-Apr-08,1.99,3.699,-0.86%,6.989,-0.16%,4.05,-0.74%,3.075,0.75%,1375.94,1.84,3147.79,0.99%,190.9,90.64,-21358.9,506.8
23-Apr-08,2.18,3.737,1.03%,6.9825,-0.09%,4.05,0.00%,3.071,-0.13%,1379.93,1.83,3278.33,4.15%,190.9,90.64,-21358.9,506.8
24-Apr-08,2.26,3.835,2.62%,6.9875,0.07%,4.066,0.40%,3.06,-0.36%,1388.82,1.91,3583.03,9.29%,190.9,90.64,-21358.9,506.8
25-Apr-08,2.28,3.872,0.96%,7.01,0.32%,4.101,0.86%,3.288,7.45%,1397.84,1.97,3557.75,-0.71%,190.9,90.64,-21358.9,506.8
28-Apr-08,2.29,3.831,-1.06%,7.0024,-0.11%,4.1,-0.02%,3.196,-2.80%,1396.37,1.95,3474.72,-2.33%,190.9,90.64,-21358.9,506.8
29-Apr-08,2.21,3.825,-0.16%,6.9849,-0.25%,4.1,0.00%,3.095,-3.16%,1390.94,1.94,3523.41,1.40%,190.9,90.64,-21358.9,506.8
30-Apr-08,2.37,3.734,-2.38%,6.9885,0.05%,4.08,-0.49%,3.063,-1.03%,1385.59,1.85,3693.11,4.82%,190.9,90.64,-21358.9,506.8
12-May-08,1.88,3.799,0.53%,6.9886,0.01%,4.14,0.98%,3.246,6.53%,1403.58,2.01,3626.98,0.37%,196.6,91.40,-21742.5,503.8
13-May-08,1.93,3.913,3.00%,6.9887,0.00%,4.15,0.24%,3.096,-4.62%,1403.04,2.08,3560.24,-1.84%,196.6,91.40,-21742.5,503.8
14-May-08,2.03,3.919,0.15%,7.0026,0.20%,4.079,-1.71%,2.998,-3.17%,1408.66,2.11,3657.43,2.73%,196.6,91.40,-21742.5,503.8
15-May-08,2.03,3.82,-2.53%,6.9947,-0.11%,4.15,1.74%,3.088,3.00%,1423.57,2.08,3637.32,-0.55%,196.6,91.40,-21742.5,503.8
16-May-08,1.91,3.854,0.89%,6.9925,-0.03%,4.15,0.00%,3.075,-0.42%,1425.35,2.09,3624.23,-0.36%,196.6,91.40,-21742.5,503.8
19-May-08,1.95,3.835,-0.49%,6.9725,-0.29%,4.15,0.00%,3.071,-0.13%,1426.63,2.07,3604.76,-0.54%,196.6,91.40,-21742.5,503.8
20-May-08,1.99,3.78,-1.43%,6.9735,0.01%,4.17,0.48%,3.05,-0.68%,1413.4,2.05,3443.16,-4.48%,196.6,91.40,-21742.5,503.8
21-May-08,2.03,3.807,0.71%,6.9597,-0.20%,4.15,-0.48%,3.063,0.43%,1390.71,2.07,3544.19,2.93%,196.6,91.40,-21742.5,503.8
22-May-08,2.05,3.923,3.05%,6.9435,-0.23%,4.17,0.48%,3.05,-0.42%,1394.35,2.15,3485.63,-1.65%,196.6,91.40,-21742.5,503.8
23-May-08,1.99,3.85,-1.86%,6.9416,-0.03%,4.15,-0.48%,3.046,-0.13%,1375.93,2.11,3473.09,-0.36%,196.6,91.40,-21742.5,503.8
27-May-08,2.23,3.921,1.63%,6.95,0.19%,4.195,1.08%,3.019,-0.72%,1385.35,2.15,3375.41,0.32%,196.6,91.40,-21742.5,503.8
28-May-08,2.08,3.999,1.99%,6.9444,-0.08%,4.17,-0.60%,3.09,2.35%,1390.84,2.21,3459.03,2.48%,196.6,91.40,-21742.5,503.8
29-May-08,2.01,4.079,2.00%,6.9379,-0.09%,4.18,0.24%,2.931,-5.15%,1398.26,2.16,3401.44,-1.66%,196.6,91.40,-21742.5,503.8
30-May-08,1.98,4.067,-0.29%,6.9425,0.07%,4.176,-0.10%,3.077,4.98%,1400.38,2.22,3433.35,0.94%,196.6,91.40,-21742.5,503.8
10-Jun-08,1.96,4.097,1.79%,6.9199,-0.05%,4.25,0.71%,3.196,4.86%,1358.44,2.53,3072.33,-7.73%,200.5,92.32,-2512.6,535.1
11-Jun-08,1.95,4.075,-0.54%,6.918,-0.03%,4.25,0.00%,3.196,0.00%,1335.49,2.47,3024.24,-1.57%,200.5,92.32,-2512.6,535.1
12-Jun-08,2.01,4.215,3.44%,6.9075,-0.15%,4.35,2.35%,3.296,3.13%,1339.87,2.62,2957.53,-2.21%,200.5,92.32,-2512.6,535.1
13-Jun-08,2.02,4.261,1.09%,6.902,-0.08%,4.3,-1.15%,3.611,9.56%,1360.03,2.64,2868.80,-3.00%,200.5,92.32,-2512.6,535.1
16-Jun-08,2.06,4.279,0.42%,6.9005,-0.02%,4.3,0.00%,3.608,-0.08%,1360.14,2.68,2874.10,0.18%,200.5,92.32,-2512.6,535.1
17-Jun-08,1.87,4.199,-1.87%,6.8914,-0.13%,4.35,1.16%,3.296,-8.65%,1350.93,2.58,2794.75,-2.76%,200.5,92.32,-2512.6,535.1
18-Jun-08,1.84,4.142,-1.36%,6.8822,-0.13%,4.3,-1.15%,3.602,9.28%,1337.81,2.53,2941.11,5.24%,200.5,92.32,-2512.6,535.1
19-Jun-08,1.94,4.209,1.62%,6.8775,-0.07%,4.279,-0.49%,3.25,-9.77%,1342.83,2.58,2748.87,-6.54%,200.5,92.32,-2512.6,535.1
20-Jun-08,1.99,4.168,-0.97%,6.8801,0.04%,4.221,-1.36%,3.251,0.03%,1317.93,2.49,2831.74,3.01%,200.5,92.32,-2512.6,535.1
23-Jun-08,1.98,4.166,-0.05%,6.8742,-0.09%,4.196,-0.59%,2.89,-11.10%,1318,2.57,2760.42,-2.52%,200.5,92.32,-2512.6,535.1
24-Jun-08,1.93,4.103,-1.51%,6.8702,-0.06%,4.221,0.60%,3.3,14.19%,1314.29,2.53,2803.02,1.54%,200.5,92.32,-2512.6,535.1
25-Jun-08,1.97,4.103,0.00%,6.8653,-0.07%,4.498,6.56%,3.249,-1.55%,1321.97,2.48,2905.01,3.64%,200.5,92.32,-2512.6,535.1
26-Jun-08,2.05,4.031,-1.75%,6.8657,0.01%,4.547,1.09%,3.3,1.57%,1283.15,2.39,2901.85,-0.11%,200.5,92.32,-2512.6,535.1
27-Jun-08,1.99,3.969,-1.54%,6.8618,-0.06%,4.551,0.09%,3.421,3.67%,1278.38,2.35,2748.43,-5.29%,200.5,92.32,-2512.6,535.1
30-Jun-08,2.47,3.975,0.15%,6.8544,-0.11%,4.451,-2.20%,3.375,-1.34%,1280,2.36,2736.10,-0.45%,200.5,92.32,-2512.6,535.1
10-Jul-08,2.01,3.8,-0.45%,6.8429,-0.25%,4.5,1.81%,3.5,-0.93%,1253.39,2.2,2875.45,-1.54%,205.5,92.81,-25622.4,550
11-Jul-08,1.97,3.973,4.55%,6.8341,-0.13%,4.587,1.93%,3.579,2.26%,1239.49,2.3,2856.63,-0.65%,205.5,92.81,-25622.4,550
14-Jul-08,2.06,3.863,-2.77%,6.8449,0.16%,4.5,-1.90%,3.5,-2.21%,1228.3,2.23,2878.26,0.76%,205.5,92.81,-25622.4,550
15-Jul-08,2.16,3.828,-0.91%,6.8212,-0.35%,4.5,0.00%,3.5,0.00%,1214.91,2.15,2779.45,-3.43%,205.5,92.81,-25622.4,550
16-Jul-08,1.95,3.938,2.87%,6.8109,-0.15%,4.5,0.00%,3.5,0.00%,1245.36,2.16,2705.87,-2.65%,205.5,92.81,-25622.4,550
17-Jul-08,2.03,3.997,1.50%,6.8209,0.15%,4.5,0.00%,3.5,0.00%,1260.32,2.26,2684.78,-0.78%,205.5,92.81,-25622.4,550
18-Jul-08,1.96,4.089,2.30%,6.8168,-0.06%,4.5,0.00%,3.581,2.31%,1260.68,2.26,2778.37,3.49%,205.5,92.81,-25622.4,550
21-Jul-08,1.98,4.04,-1.20%,6.83,0.19%,4.45,-1.11%,3.499,-2.29%,1260,2.3,2861.42,2.99%,205.5,92.81,-25622.4,550
22-Jul-08,1.97,4.105,1.61%,6.8217,-0.12%,4.45,0.00%,3.499,0.00%,1277,2.33,2846.12,-0.53%,205.5,92.81,-25622.4,550
23-Jul-08,2.04,4.12,0.37%,6.8295,0.11%,4.587,3.08%,3.581,2.34%,1282.19,2.4,2837.85,-0.29%,205.5,92.81,-25622.4,550
24-Jul-08,2.06,3.999,-2.94%,6.8289,-0.01%,4.45,-2.99%,3.499,-2.29%,1252.54,2.26,2910.29,2.55%,205.5,92.81,-25622.4,550
25-Jul-08,2.13,4.103,2.60%,6.819,-0.14%,4.45,0.00%,3.499,0.00%,1257.76,2.35,2865.10,-1.55%,205.5,92.81,-25622.4,550
28-Jul-08,2,4.007,-2.34%,6.8375,0.27%,4.45,0.00%,3.499,0.00%,1234.37,2.28,2903.01,1.32%,205.5,92.81,-25622.4,550
29-Jul-08,2.05,4.044,0.92%,6.8257,-0.17%,4.536,1.93%,3.523,0.69%,1263.2,2.36,2850.31,-1.82%,205.5,92.81,-25622.4,550
30-Jul-08,2.03,4.05,0.15%,6.8265,0.01%,4.45,-1.90%,3.499,-0.68%,1284.26,2.33,2836.67,-0.48%,205.5,92.81,-25622.4,550
31-Jul-08,2.09,3.958,-2.27%,6.8315,0.07%,4.587,3.08%,3.583,2.40%,1267.38,2.27,2775.72,-2.15%,205.5,92.81,-25622.4,550
11-Aug-08,1.99,3.998,1.60%,6.8577,0.00%,4.564,1.65%,3.69,4.74%,1305.32,2.27,2470.07,-5.21%,199,92.43,-27821.1,573.7
12-Aug-08,1.95,3.901,-2.43%,6.8659,0.12%,4.594,0.66%,3.787,2.63%,1289.59,2.18,2457.20,-0.52%,199,92.43,-27821.1,573.7
13-Aug-08,1.98,3.939,0.97%,6.8572,-0.13%,4.495,-2.15%,3.69,-2.56%,1285.83,2.19,2446.30,-0.44%,199,92.43,-27821.1,573.7
14-Aug-08,2.09,3.897,-1.07%,6.863,0.08%,4.6,2.34%,3.602,-2.38%,1292.93,2.14,2437.08,-0.38%,199,92.43,-27821.1,573.7
15-Aug-08,2.08,3.844,-1.36%,6.87,0.10%,4.405,-4.24%,3.712,3.05%,1298.2,2.12,2450.61,0.56%,199,92.43,-27821.1,573.7
18-Aug-08,1.91,3.818,-0.68%,6.871,0.01%,4.56,3.52%,3.682,-0.81%,1278.6,2.15,2319.87,-5.33%,199,92.43,-27821.1,573.7
19-Aug-08,1.94,3.837,0.50%,6.8599,-0.16%,4.56,0.00%,3.686,0.11%,1266.69,2.11,2344.47,1.06%,199,92.43,-27821.1,573.7
20-Aug-08,1.98,3.805,-0.83%,6.8547,-0.08%,4.409,-3.31%,3.69,0.11%,1274.54,2.06,2523.28,7.63%,199,92.43,-27821.1,573.7
21-Aug-08,2.01,3.833,0.74%,6.8442,-0.15%,4.36,-1.11%,3.7,0.27%,1277.72,2.1,2431.72,-3.63%,199,92.43,-27821.1,573.7
22-Aug-08,2.02,3.874,1.07%,6.8342,-0.15%,4.346,-0.32%,3.712,0.32%,1292.2,2.17,2405.23,-1.09%,199,92.43,-27821.1,573.7
25-Aug-08,2.01,3.786,-2.27%,6.8487,0.21%,4.35,0.09%,3.84,3.45%,1266.84,2.12,2413.37,0.34%,199,92.43,-27821.1,573.7
26-Aug-08,1.88,3.78,-0.16%,6.848,-0.01%,4.32,-0.69%,3.727,-2.94%,1271.51,2.19,2350.08,-2.62%,199,92.43,-27821.1,573.7
27-Aug-08,1.98,3.765,-0.40%,6.8375,-0.15%,4.3,-0.46%,3.506,-5.93%,1281.66,2.16,2342.15,-0.34%,199,92.43,-27821.1,573.7
28-Aug-08,1.99,3.784,0.50%,6.8291,-0.12%,4.265,-0.81%,3.51,0.11%,1300.68,2.19,2350.14,0.34%,199,92.43,-27821.1,573.7
29-Aug-08,1.94,3.825,1.08%,6.8487,0.29%,4.27,0.12%,3.49,-0.57%,1282.83,2.17,2397.37,2.01%,199,92.43,-27821.1,573.7
10-Sep-08,2.12,3.637,1.76%,6.8385,0.00%,4.09,-1.02%,3.344,-6.20%,1232.04,2.06,2150.76,0.23%,196.9,92.31,-27949,618.2
11-Sep-08,2,3.648,0.30%,6.8487,0.15%,4.052,-0.93%,3.346,0.06%,1249.05,2.01,2078.98,-3.34%,196.9,92.31,-27949,618.2
12-Sep-08,2.1,3.722,2.03%,6.8375,-0.16%,3.961,-2.25%,3.359,0.39%,1251.7,2.02,2079.67,0.03%,196.9,92.31,-27949,618.2
16-Sep-08,1.98,3.439,1.45%,6.8491,0.01%,4.18,5.53%,3.362,0.09%,1213.59,1.72,1986.64,-4.47%,196.9,92.31,-27949,618.2
17-Sep-08,2.8,3.421,-0.52%,6.8379,-0.16%,4.078,-2.44%,3.248,-3.39%,1156.39,1.5,1929.05,-2.90%,196.9,92.31,-27949,618.2
18-Sep-08,2.16,3.549,3.74%,6.8345,-0.05%,4.179,2.48%,3.148,-3.08%,1206.51,1.53,1895.84,-1.72%,196.9,92.31,-27949,618.2
19-Sep-08,1.48,3.816,7.52%,6.835,0.01%,3.8,-9.07%,3.409,8.29%,1255.08,2.05,2075.09,9.45%,196.9,92.31,-27949,618.2
22-Sep-08,1.51,3.846,0.79%,6.8311,-0.06%,3.75,-1.32%,3.249,-4.69%,1207.09,2.06,2236.41,7.77%,196.9,92.31,-27949,618.2
23-Sep-08,1.46,3.805,-1.07%,6.8126,-0.27%,3.98,6.13%,3.45,6.19%,1188.22,2.01,2201.51,-1.56%,196.9,92.31,-27949,618.2
24-Sep-08,1.19,3.812,0.18%,6.824,0.17%,3.75,-5.78%,3.45,0.00%,1185.87,1.9,2216.81,0.69%,196.9,92.31,-27949,618.2
25-Sep-08,1.23,3.854,1.10%,6.8204,-0.05%,3.72,-0.80%,3.248,-5.86%,1209.18,1.97,2297.50,3.64%,196.9,92.31,-27949,618.2
26-Sep-08,1.08,3.858,0.10%,6.8451,0.36%,3.718,-0.05%,3.347,3.05%,1213.01,1.81,2293.78,-0.16%,196.9,92.31,-27949,618.2
10-Oct-08,0.79,3.876,2.40%,6.835,0.21%,3.088,-1.59%,2.742,-8.60%,899.22,1.08,2000.57,-3.57%,186.4,91.37,-2384.1,684.1
14-Oct-08,1.1,4.081,-0.10%,6.8312,-0.06%,3.08,1.32%,2.779,-7.34%,998.01,1.22,2017.32,-2.71%,186.4,91.37,-2384.1,684.1
15-Oct-08,1.04,3.955,-3.09%,6.8315,0.00%,3.101,0.68%,2.794,0.54%,907.84,1.14,1994.67,-1.12%,186.4,91.37,-2384.1,684.1
16-Oct-08,0.83,3.969,0.35%,6.8339,0.04%,3.125,0.77%,2.998,7.30%,946.43,1.29,1909.94,-4.25%,186.4,91.37,-2384.1,684.1
17-Oct-08,0.6,3.938,-0.78%,6.8341,0.00%,3.169,1.41%,3,0.07%,940.55,1.34,1930.65,1.08%,186.4,91.37,-2384.1,684.1
20-Oct-08,0.7,3.861,-1.96%,6.8301,-0.06%,3.14,-0.92%,2.765,-7.83%,985.4,1.69,1974.01,2.25%,186.4,91.37,-2384.1,684.1
21-Oct-08,0.67,3.737,-3.21%,6.8336,0.05%,3.172,1.02%,2.819,1.95%,955.05,1.74,1958.53,-0.78%,186.4,91.37,-2384.1,684.1
22-Oct-08,0.81,3.598,-3.72%,6.8347,0.02%,3.183,0.35%,2.761,-2.06%,896.78,1.64,1895.82,-3.20%,186.4,91.37,-2384.1,684.1
23-Oct-08,0.93,3.678,2.22%,6.8355,0.01%,3.188,0.16%,2.759,-0.07%,908.11,1.61,1875.56,-1.07%,186.4,91.37,-2384.1,684.1
24-Oct-08,0.95,3.682,0.11%,6.8441,0.13%,3.183,-0.16%,2.65,-3.95%,876.77,1.6,1839.62,-1.92%,186.4,91.37,-2384.1,684.1
27-Oct-08,0.92,3.693,0.30%,6.8523,0.12%,3.15,-1.04%,2.735,3.21%,848.92,1.57,1723.35,-6.32%,186.4,91.37,-2384.1,684.1
28-Oct-08,0.67,3.847,4.17%,6.8388,-0.20%,3.21,1.90%,2.708,-0.99%,940.51,1.53,1771.82,2.81%,186.4,91.37,-2384.1,684.1
29-Oct-08,0.36,3.858,0.29%,6.8415,0.04%,3.18,-0.93%,2.695,-0.48%,930.09,1.41,1719.81,-2.94%,186.4,91.37,-2384.1,684.1
30-Oct-08,0.3,3.972,2.95%,6.8382,-0.05%,3.065,-3.62%,2.651,-1.63%,954.09,1.36,1763.61,2.55%,186.4,91.37,-2384.1,684.1
31-Oct-08,0.22,3.97,-0.05%,6.8395,0.02%,3.07,0.16%,2.6,-1.92%,968.75,1.34,1728.79,-1.97%,186.4,91.37,-2384.1,684.1
10-Nov-08,0.29,3.759,-0.90%,6.8265,0.01%,3.079,-0.68%,2.497,-0.20%,919.21,1.16,1874.80,7.27%,176.8,89.62,-19968.8,713.2
12-Nov-08,0.35,3.656,-2.74%,6.8296,0.12%,3.12,1.63%,2.517,9.91%,852.3,1.03,1859.11,0.84%,176.8,89.62,-19968.8,713.2
13-Nov-08,0.35,3.856,5.47%,6.83,0.01%,3.07,-1.60%,2.25,-10.61%,911.29,1.16,1927.61,3.68%,176.8,89.62,-19968.8,713.2
14-Nov-08,0.34,3.731,-3.24%,6.8243,-0.08%,2.899,-5.57%,2.691,19.60%,873.29,1.14,1986.44,3.05%,176.8,89.62,-19968.8,713.2
17-Nov-08,0.37,3.658,-1.96%,6.827,0.04%,3,3.48%,2.1,-21.96%,850.75,1.08,2030.48,2.22%,176.8,89.62,-19968.8,713.2
18-Nov-08,0.38,3.529,-3.53%,6.8244,-0.04%,2.89,-3.67%,2.196,4.57%,859.12,1.05,1902.43,-6.31%,176.8,89.62,-19968.8,713.2
19-Nov-08,0.38,3.337,-5.44%,6.83,0.08%,2.989,3.43%,2.139,-2.60%,806.58,0.97,2017.47,6.05%,176.8,89.62,-19968.8,713.2
20-Nov-08,0.49,3.008,-9.86%,6.8345,0.07%,2.989,0.00%,2.252,5.28%,752.44,0.87,1983.76,-1.67%,176.8,89.62,-19968.8,713.2
21-Nov-08,0.57,3.223,7.15%,6.8307,-0.06%,3.026,1.24%,2.076,-7.82%,800.03,0.83,1969.39,-0.72%,176.8,89.62,-19968.8,713.2
24-Nov-08,0.62,3.329,3.29%,6.8254,-0.08%,2.988,-1.26%,2.099,1.11%,851.81,0.95,1897.06,-3.67%,176.8,89.62,-19968.8,713.2
25-Nov-08,0.59,3.111,-6.55%,6.824,-0.02%,2.89,-3.28%,2.158,2.81%,857.39,0.95,1888.71,-0.44%,176.8,89.62,-19968.8,713.2
26-Nov-08,0.53,2.989,-3.92%,6.8287,0.07%,3.21,11.07%,2.15,-0.37%,887.68,0.93,1897.88,0.49%,176.8,89.62,-19968.8,713.2
28-Nov-08,0.52,2.92,-2.83%,6.8259,-0.04%,3.3,12.67%,1.75,-7.46%,896.24,0.9,1871.16,-2.44%,176.8,89.62,-19968.8,713.2
10-Dec-08,0.11,2.689,1.40%,6.8645,-0.13%,3.01,2.07%,1.597,-15.01%,899.24,0.49,2079.12,2.03%,170.9,88.70,-20583.8,727.4
11-Dec-08,0.14,2.609,-2.98%,6.8514,-0.19%,3.01,0.00%,1.596,-0.06%,873.59,0.51,2031.68,-2.28%,170.9,88.70,-20583.8,727.4
12-Dec-08,0.15,2.576,-1.26%,6.8425,-0.13%,3.01,0.00%,1.589,-0.44%,879.73,0.5,1954.21,-3.81%,170.9,88.70,-20583.8,727.4
15-Dec-08,0.18,2.519,-2.21%,6.8492,0.10%,2.95,-1.99%,1.3,-18.19%,868.57,0.5,1964.37,0.52%,170.9,88.70,-20583.8,727.4
16-Dec-08,0.17,2.264,-10.12%,6.845,-0.06%,2.9,-1.69%,1.3,0.00%,913.18,0.45,1975.01,0.54%,170.9,88.70,-20583.8,727.4
17-Dec-08,0.12,2.2,-2.83%,6.8353,-0.14%,2.8,-3.45%,1.2,-7.69%,904.42,0.45,1976.82,0.09%,170.9,88.70,-20583.8,727.4
18-Dec-08,0.11,2.085,-5.23%,6.8345,-0.01%,2.8,0.00%,1.346,12.17%,885.28,0.43,2015.69,1.97%,170.9,88.70,-20583.8,727.4
19-Dec-08,0.11,2.131,2.21%,6.8445,0.15%,2.88,2.86%,1.2,-10.85%,887.88,0.44,2018.46,0.14%,170.9,88.70,-20583.8,727.4
22-Dec-08,0.11,2.173,1.97%,6.8518,0.11%,2.897,0.59%,1.2,0.00%,871.63,0.4,1987.76,-1.52%,170.9,88.70,-20583.8,727.4
23-Dec-08,0.11,2.183,0.46%,6.8485,-0.05%,2.897,0.00%,1.2,0.00%,863.16,0.41,1897.22,-4.55%,170.9,88.70,-20583.8,727.4
24-Dec-08,0.11,2.188,0.23%,6.836,-0.18%,2.75,-5.07%,1.045,-12.92%,868.15,0.4,1863.80,-1.76%,170.9,88.70,-20583.8,727.4
26-Dec-08,0.09,2.137,-2.33%,6.8414,0.15%,2.749,-6.69%,1.034,-7.68%,872.8,0.38,1851.52,-0.05%,170.9,88.70,-20583.8,727.4
29-Dec-08,0.1,2.104,-1.54%,6.8452,0.06%,2.8,1.86%,1.115,7.83%,869.42,0.36,1850.48,-0.06%,170.9,88.70,-20583.8,727.4
30-Dec-08,0.09,2.056,-2.28%,6.8308,-0.21%,3.046,8.79%,1.095,-1.79%,890.64,0.34,1832.91,-0.95%,170.9,88.70,-20583.8,727.4
31-Dec-08,0.14,2.22,7.98%,6.823,-0.11%,2.749,-9.75%,1.09,-0.46%,903.25,0.37,1820.81,-0.66%,170.9,88.70,-20583.8,727.4
12-Jan-09,0.1,2.309,-3.51%,6.8366,0.02%,2.75,-6.56%,1.094,1.39%,870.26,0.43,1900.35,-0.24%,171.2,89.08,-14183.8,744.2
13-Jan-09,0.1,2.297,-0.52%,6.8342,-0.04%,2.711,-1.42%,1.044,-4.57%,871.79,0.43,1863.37,-1.95%,171.2,89.08,-14183.8,744.2
14-Jan-09,0.15,2.206,-3.96%,6.835,0.01%,2.9,6.97%,1.094,4.79%,842.62,0.42,1928.87,3.52%,171.2,89.08,-14183.8,744.2
15-Jan-09,0.18,2.211,0.23%,6.8365,0.02%,3,3.45%,1.05,-4.02%,843.74,0.42,1920.21,-0.45%,171.2,89.08,-14183.8,744.2
16-Jan-09,0.19,2.342,5.92%,6.8374,0.01%,3.01,0.33%,1.164,10.86%,850.12,0.43,1954.44,1.78%,171.2,89.08,-14183.8,744.2
20-Jan-09,0.2,2.382,-2.89%,6.841,0.08%,3.1,-0.03%,1.149,5.03%,805.22,0.42,1994.11,0.37%,171.2,89.08,-14183.8,744.2
