Date,FED RATE,US(10)BOND,Change %_x,Exchange Rate,Change %_y,CH(10)BOND,Change %_x,CH(1)BOND,Change %_y, S&P Stock,CH(1) BOND,Shanghai Stock,Change %,PPI,CPI,TRADE BALANCE,DEBT
29-Mar-10,0.16,3.866,0.39%,6.8264,-0.01%,3.47,0.87%,1.47,-5.16%,1173.22,0.42,3123.8,2.09%,183.3,91.82,-16759.2,900.2
30-Mar-10,0.16,3.858,-0.21%,6.8258,-0.01%,3.47,0.00%,1.47,0.00%,1173.27,0.44,3128.47,0.15%,183.3,91.82,-16759.2,900.2
31-Mar-10,0.09,3.833,-0.65%,6.8259,0.00%,3.58,3.17%,1.59,8.16%,1169.43,0.41,3109.11,-0.62%,183.3,91.82,-16759.2,900.2
12-Apr-10,0.19,3.838,-1.11%,6.8257,0.03%,3.53,1.44%,1.48,2.07%,1196.48,0.46,3129.26,-0.51%,184.4,91.98,-22297.2,867.7
13-Apr-10,0.2,3.82,-0.47%,6.8256,0.00%,3.61,2.27%,1.47,-0.68%,1197.3,0.45,3161.25,1.02%,184.4,91.98,-22297.2,867.7
14-Apr-10,0.2,3.865,1.18%,6.8258,0.00%,3.5,-3.05%,1.47,0.00%,1210.65,0.45,3166.18,0.16%,184.4,91.98,-22297.2,867.7
15-Apr-10,0.22,3.836,-0.75%,6.8261,0.00%,3.55,1.43%,1.54,4.76%,1211.67,0.43,3164.97,-0.04%,184.4,91.98,-22297.2,867.7
16-Apr-10,0.21,3.77,-1.72%,6.8255,-0.01%,3.48,-1.97%,1.46,-5.19%,1192.13,0.41,3130.3,-1.10%,184.4,91.98,-22297.2,867.7
19-Apr-10,0.2,3.803,0.88%,6.8262,0.01%,3.56,2.30%,1.46,0.00%,1197.52,0.43,2980.3,-4.79%,184.4,91.98,-22297.2,867.7
20-Apr-10,0.2,3.797,-0.16%,6.8254,-0.01%,3.49,-1.97%,1.52,4.11%,1207.17,0.42,2979.53,-0.03%,184.4,91.98,-22297.2,867.7
21-Apr-10,0.2,3.738,-1.55%,6.8276,0.03%,3.49,0.00%,1.56,2.63%,1205.94,0.44,3033.28,1.80%,184.4,91.98,-22297.2,867.7
22-Apr-10,0.2,3.77,0.86%,6.8264,-0.02%,3.49,0.00%,1.56,0.00%,1208.67,0.45,2999.48,-1.11%,184.4,91.98,-22297.2,867.7
23-Apr-10,0.2,3.817,1.25%,6.8275,0.02%,3.49,0.00%,1.68,7.69%,1217.28,0.46,2983.54,-0.53%,184.4,91.98,-22297.2,867.7
26-Apr-10,0.2,3.809,-0.21%,6.8267,-0.01%,3.5,0.29%,1.47,-12.50%,1212.05,0.47,2969.5,-0.47%,184.4,91.98,-22297.2,867.7
27-Apr-10,0.2,3.693,-3.05%,6.8257,-0.01%,3.38,-3.43%,1.5,2.04%,1183.71,0.42,2907.93,-2.07%,184.4,91.98,-22297.2,867.7
28-Apr-10,0.2,3.767,2.00%,6.825,-0.01%,3.45,2.07%,1.64,9.33%,1191.36,0.43,2900.33,-0.26%,184.4,91.98,-22297.2,867.7
29-Apr-10,0.19,3.73,-0.98%,6.8259,0.01%,3.42,-0.87%,1.52,-7.32%,1206.78,0.42,2868.43,-1.10%,184.4,91.98,-22297.2,867.7
30-Apr-10,0.2,3.659,-1.90%,6.8252,-0.01%,3.34,-2.34%,1.6,5.26%,1186.69,0.41,2870.61,0.08%,184.4,91.98,-22297.2,867.7
10-May-10,0.2,3.544,3.63%,6.8266,0.01%,3.36,1.82%,1.6,-4.19%,1159.73,0.39,2698.76,0.39%,184.8,92.05,-26109.4,843.7
11-May-10,0.2,3.527,-0.48%,6.829,0.04%,3.32,-1.19%,1.65,3.12%,1155.79,0.38,2647.57,-1.90%,184.8,92.05,-26109.4,843.7
12-May-10,0.2,3.571,1.25%,6.8277,-0.02%,3.39,2.11%,1.6,-3.03%,1171.67,0.4,2655.71,0.31%,184.8,92.05,-26109.4,843.7
13-May-10,0.2,3.537,-0.95%,6.8279,0.00%,3.26,-3.83%,1.45,-9.37%,1157.44,0.4,2710.51,2.06%,184.8,92.05,-26109.4,843.7
14-May-10,0.2,3.455,-2.32%,6.8268,-0.02%,3.28,0.61%,1.72,18.62%,1135.68,0.34,2696.63,-0.51%,184.8,92.05,-26109.4,843.7
17-May-10,0.21,3.491,1.04%,6.8277,0.01%,3.26,-0.61%,1.45,-15.70%,1136.94,0.36,2559.93,-5.07%,184.8,92.05,-26109.4,843.7
18-May-10,0.21,3.353,-3.95%,6.8274,0.00%,3.18,-2.45%,1.78,22.76%,1120.8,0.35,2594.78,1.36%,184.8,92.05,-26109.4,843.7
19-May-10,0.2,3.37,0.51%,6.8274,0.00%,3.22,1.26%,1.44,-19.10%,1115.05,0.35,2587.81,-0.27%,184.8,92.05,-26109.4,843.7
20-May-10,0.2,3.216,-4.57%,6.8278,0.01%,3.28,1.86%,1.7,18.06%,1071.59,0.34,2555.94,-1.23%,184.8,92.05,-26109.4,843.7
21-May-10,0.2,3.236,0.62%,6.8262,-0.02%,3.2,-2.44%,1.75,2.94%,1087.69,0.35,2583.52,1.08%,184.8,92.05,-26109.4,843.7
24-May-10,0.21,3.198,-1.17%,6.8287,0.04%,3.29,2.81%,1.44,-17.71%,1073.65,0.35,2673.42,3.48%,184.8,92.05,-26109.4,843.7
25-May-10,0.21,3.16,-1.19%,6.8313,0.04%,3.26,-0.91%,1.78,23.61%,1074.03,0.36,2622.63,-1.90%,184.8,92.05,-26109.4,843.7
26-May-10,0.2,3.192,1.01%,6.8293,-0.03%,3.2,-1.84%,1.5,-15.73%,1067.95,0.37,2625.79,0.12%,184.8,92.05,-26109.4,843.7
27-May-10,0.2,3.357,5.17%,6.8296,0.00%,3.29,2.81%,1.44,-4.00%,1103.06,0.37,2655.92,1.15%,184.8,92.05,-26109.4,843.7
28-May-10,0.19,3.303,-1.61%,6.8308,0.02%,3.2,-2.74%,1.45,0.69%,1089.41,0.34,2655.77,-0.01%,184.8,92.05,-26109.4,843.7
10-Jun-10,0.18,3.325,4.63%,6.8307,0.03%,3.33,2.62%,1.89,2.16%,1086.84,0.34,2562.58,-0.82%,183.5,91.96,-25927.6,1112.1
11-Jun-10,0.18,3.233,-2.77%,6.8323,0.02%,3.3,-0.90%,1.86,-1.59%,1091.6,0.3,2569.94,0.29%,183.5,91.96,-25927.6,1112.1
17-Jun-10,0.19,3.194,-2.14%,6.8293,-0.06%,3.3,-0.90%,1.92,3.23%,1116.04,0.28,2560.24,-0.38%,183.5,91.96,-25927.6,1112.1
18-Jun-10,0.18,3.225,0.97%,6.8272,-0.03%,3.33,0.91%,1.92,0.00%,1117.51,0.3,2513.22,-1.84%,183.5,91.96,-25927.6,1112.1
21-Jun-10,0.17,3.243,0.56%,6.7971,-0.44%,3.43,3.00%,1.89,-1.56%,1113.2,0.29,2586.21,2.90%,183.5,91.96,-25927.6,1112.1
22-Jun-10,0.18,3.165,-2.41%,6.8133,0.24%,3.4,-0.87%,1.91,1.06%,1095.31,0.29,2588.7,0.10%,183.5,91.96,-25927.6,1112.1
23-Jun-10,0.17,3.124,-1.30%,6.8121,-0.02%,3.4,0.00%,1.89,-1.05%,1092.04,0.3,2569.87,-0.73%,183.5,91.96,-25927.6,1112.1
24-Jun-10,0.16,3.143,0.61%,6.7996,-0.18%,3.41,0.29%,1.92,1.59%,1073.69,0.29,2566.74,-0.12%,183.5,91.96,-25927.6,1112.1
25-Jun-10,0.16,3.11,-1.05%,6.7921,-0.11%,3.43,0.59%,1.84,-4.17%,1076.76,0.29,2552.82,-0.54%,183.5,91.96,-25927.6,1112.1
28-Jun-10,0.17,3.023,-2.80%,6.7965,0.06%,3.43,0.00%,1.92,4.35%,1074.57,0.3,2535.28,-0.69%,183.5,91.96,-25927.6,1112.1
29-Jun-10,0.15,2.953,-2.32%,6.7979,0.02%,3.28,-4.37%,1.9,-1.04%,1041.24,0.31,2427.05,-4.27%,183.5,91.96,-25927.6,1112.1
30-Jun-10,0.09,2.935,-0.61%,6.7817,-0.24%,3.33,1.52%,1.87,-1.58%,1030.71,0.32,2398.37,-1.18%,183.5,91.96,-25927.6,1112.1
12-Jul-10,0.17,3.066,0.33%,6.771,-0.03%,3.22,-0.92%,1.88,0.53%,1078.75,0.3,2490.72,0.80%,184.1,91.98,-28165.6,1115.1
13-Jul-10,0.17,3.124,1.89%,6.7722,0.02%,3.22,0.00%,1.88,0.00%,1095.34,0.3,2450.29,-1.62%,184.1,91.98,-28165.6,1115.1
14-Jul-10,0.17,3.05,-2.37%,6.7716,-0.01%,3.25,0.93%,1.87,-0.53%,1095.17,0.27,2470.44,0.82%,184.1,91.98,-28165.6,1115.1
15-Jul-10,0.19,2.997,-1.74%,6.7781,0.10%,3.22,-0.92%,1.9,1.60%,1096.48,0.27,2424.3,-1.87%,184.1,91.98,-28165.6,1115.1
16-Jul-10,0.19,2.925,-2.40%,6.7752,-0.04%,3.2,-0.62%,1.84,-3.16%,1064.88,0.28,2424.27,0.00%,184.1,91.98,-28165.6,1115.1
19-Jul-10,0.19,2.961,1.23%,6.7782,0.04%,3.25,1.56%,1.87,1.63%,1071.25,0.28,2475.42,2.11%,184.1,91.98,-28165.6,1115.1
20-Jul-10,0.18,2.954,-0.24%,6.7783,0.00%,3.21,-1.23%,1.9,1.60%,1083.48,0.27,2528.73,2.15%,184.1,91.98,-28165.6,1115.1
21-Jul-10,0.18,2.882,-2.44%,6.777,-0.02%,3.22,0.31%,1.89,-0.53%,1069.59,0.27,2535.39,0.26%,184.1,91.98,-28165.6,1115.1
22-Jul-10,0.18,2.932,1.73%,6.7797,0.04%,3.23,0.31%,1.91,1.06%,1093.67,0.27,2562.41,1.07%,184.1,91.98,-28165.6,1115.1
23-Jul-10,0.19,3,2.32%,6.7804,0.01%,3.23,0.00%,1.9,-0.52%,1102.66,0.27,2572.03,0.38%,184.1,91.98,-28165.6,1115.1
26-Jul-10,0.19,2.996,-0.13%,6.7791,-0.02%,3.32,2.79%,1.96,3.16%,1115.01,0.29,2588.68,0.65%,184.1,91.98,-28165.6,1115.1
27-Jul-10,0.19,3.049,1.77%,6.7783,-0.01%,3.23,-2.71%,1.9,-3.06%,1113.84,0.3,2575.37,-0.51%,184.1,91.98,-28165.6,1115.1
28-Jul-10,0.2,2.99,-1.94%,6.7782,0.00%,3.4,5.26%,2.03,6.84%,1106.13,0.3,2633.66,2.26%,184.1,91.98,-28165.6,1115.1
29-Jul-10,0.19,2.988,-0.07%,6.7763,-0.03%,3.28,-3.53%,1.93,-4.93%,1101.53,0.3,2648.12,0.55%,184.1,91.98,-28165.6,1115.1
30-Jul-10,0.18,2.905,-2.78%,6.774,-0.03%,3.31,0.91%,1.95,1.04%,1101.6,0.29,2637.5,-0.40%,184.1,91.98,-28165.6,1115.1
10-Aug-10,0.18,2.768,-2.16%,6.7722,0.07%,3.28,-0.61%,1.91,-1.04%,1121.06,0.25,2595.27,-2.89%,184.9,92.11,-2882.4,1136.8
11-Aug-10,0.17,2.687,-2.93%,6.7749,0.04%,3.32,1.22%,1.93,1.05%,1089.47,0.25,2607.5,0.47%,184.9,92.11,-2882.4,1136.8
12-Aug-10,0.18,2.753,2.46%,6.7848,0.15%,3.22,-3.01%,1.91,-1.04%,1083.61,0.25,2575.47,-1.23%,184.9,92.11,-2882.4,1136.8
13-Aug-10,0.19,2.679,-2.69%,6.7961,0.17%,3.28,1.86%,1.91,0.00%,1079.25,0.26,2606.7,1.21%,184.9,92.11,-2882.4,1136.8
16-Aug-10,0.2,2.573,-3.96%,6.8041,0.12%,3.25,-0.91%,1.92,0.52%,1079.38,0.25,2661.71,2.11%,184.9,92.11,-2882.4,1136.8
17-Aug-10,0.2,2.641,2.64%,6.7923,-0.17%,3.25,0.00%,1.92,0.00%,1092.54,0.26,2671.89,0.38%,184.9,92.11,-2882.4,1136.8
18-Aug-10,0.19,2.638,-0.11%,6.7919,-0.01%,3.23,-0.62%,1.96,2.08%,1094.16,0.25,2666.3,-0.21%,184.9,92.11,-2882.4,1136.8
19-Aug-10,0.19,2.575,-2.39%,6.7899,-0.03%,3.23,0.00%,1.96,0.00%,1075.63,0.25,2687.98,0.81%,184.9,92.11,-2882.4,1136.8
20-Aug-10,0.2,2.614,1.51%,6.7908,0.01%,3.23,0.00%,1.96,0.00%,1071.69,0.26,2642.31,-1.70%,184.9,92.11,-2882.4,1136.8
23-Aug-10,0.19,2.602,-0.46%,6.8,0.14%,3.23,0.00%,1.96,0.00%,1067.36,0.25,2639.37,-0.11%,184.9,92.11,-2882.4,1136.8
24-Aug-10,0.19,2.488,-4.38%,6.7969,-0.05%,3.23,0.00%,1.96,0.00%,1051.87,0.27,2650.31,0.41%,184.9,92.11,-2882.4,1136.8
25-Aug-10,0.19,2.539,2.05%,6.7996,0.04%,3.25,0.62%,1.93,-1.53%,1055.33,0.26,2596.58,-2.03%,184.9,92.11,-2882.4,1136.8
26-Aug-10,0.19,2.481,-2.28%,6.7999,0.00%,3.22,-0.92%,1.86,-3.63%,1047.22,0.25,2603.48,0.27%,184.9,92.11,-2882.4,1136.8
27-Aug-10,0.19,2.647,6.69%,6.798,-0.03%,3.23,0.31%,1.96,5.38%,1064.59,0.27,2610.74,0.28%,184.9,92.11,-2882.4,1136.8
30-Aug-10,0.19,2.53,-4.42%,6.803,0.07%,3.276,1.42%,1.87,-4.59%,1048.92,0.26,2652.66,1.61%,184.9,92.11,-2882.4,1136.8
31-Aug-10,0.21,2.47,-2.37%,6.8075,0.07%,3.221,-1.68%,1.886,0.86%,1049.33,0.25,2638.8,-0.52%,184.9,92.11,-2882.4,1136.8
10-Sep-10,0.18,2.795,1.19%,6.7697,-0.19%,3.276,1.74%,1.87,-4.10%,1109.55,0.27,2663.21,0.26%,184.9,92.16,-25666,1151.9
13-Sep-10,0.18,2.746,-1.75%,6.76,-0.14%,3.35,2.26%,1.94,3.74%,1121.9,0.26,2688.32,0.94%,184.9,92.16,-25666,1151.9
14-Sep-10,0.19,2.683,-2.29%,6.744,-0.24%,3.3,-1.49%,1.87,-3.61%,1121.1,0.26,2688.52,0.01%,184.9,92.16,-25666,1151.9
15-Sep-10,0.21,2.723,1.49%,6.739,-0.07%,3.22,-2.42%,1.96,4.81%,1125.07,0.26,2652.5,-1.34%,184.9,92.16,-25666,1151.9
16-Sep-10,0.21,2.764,1.51%,6.725,-0.21%,3.35,4.04%,1.94,-1.02%,1124.66,0.25,2602.47,-1.89%,184.9,92.16,-25666,1151.9
17-Sep-10,0.21,2.739,-0.90%,6.7241,-0.01%,3.225,-3.73%,1.87,-3.61%,1125.59,0.26,2598.69,-0.15%,184.9,92.16,-25666,1151.9
20-Sep-10,0.21,2.704,-1.28%,6.714,-0.15%,3.27,3.15%,1.86,-2.11%,1142.71,0.26,2588.71,-0.38%,184.9,92.16,-25666,1151.9
21-Sep-10,0.2,2.576,-4.73%,6.7066,-0.11%,3.37,3.06%,1.95,4.84%,1139.78,0.26,2591.55,0.11%,184.9,92.16,-25666,1151.9
27-Sep-10,0.19,2.531,-3.03%,6.6917,-0.18%,3.37,4.66%,1.85,-5.61%,1142.16,0.26,2627.97,1.41%,184.9,92.16,-25666,1151.9
28-Sep-10,0.19,2.467,-2.53%,6.6929,0.02%,3.22,-4.45%,1.96,5.95%,1147.7,0.26,2611.35,-0.63%,184.9,92.16,-25666,1151.9
29-Sep-10,0.19,2.505,1.54%,6.6874,-0.08%,3.23,0.31%,1.84,-6.12%,1144.73,0.27,2610.68,-0.03%,184.9,92.16,-25666,1151.9
30-Sep-10,0.15,2.512,0.28%,6.6917,0.06%,3.253,0.71%,1.85,0.54%,1141.2,0.27,2655.66,1.72%,184.9,92.16,-25666,1151.9
12-Oct-10,0.18,2.433,1.84%,6.6737,0.07%,3.41,-1.16%,1.96,1.03%,1169.77,0.21,2841.41,1.23%,186.6,92.28,-2588.4,1175.3
13-Oct-10,0.18,2.429,-0.16%,6.6639,-0.15%,3.39,-0.59%,2.03,3.57%,1178.1,0.22,2861.36,0.70%,186.6,92.28,-2588.4,1175.3
14-Oct-10,0.19,2.509,3.29%,6.6512,-0.19%,3.39,0.00%,2.03,0.00%,1173.81,0.22,2879.64,0.64%,186.6,92.28,-2588.4,1175.3
15-Oct-10,0.2,2.567,2.31%,6.6409,-0.15%,3.44,1.47%,1.874,-7.68%,1176.19,0.22,2971.16,3.18%,186.6,92.28,-2588.4,1175.3
18-Oct-10,0.19,2.515,-2.03%,6.6442,0.05%,3.41,-0.87%,1.96,4.59%,1184.71,0.23,2955.23,-0.54%,186.6,92.28,-2588.4,1175.3
19-Oct-10,0.19,2.481,-1.35%,6.6446,0.01%,3.4,-0.29%,1.91,-2.55%,1165.9,0.22,3001.85,1.58%,186.6,92.28,-2588.4,1175.3
20-Oct-10,0.19,2.481,0.00%,6.6525,0.12%,3.41,0.29%,1.96,2.62%,1178.17,0.22,3003.95,0.07%,186.6,92.28,-2588.4,1175.3
21-Oct-10,0.19,2.542,2.46%,6.6507,-0.03%,3.45,1.17%,1.94,-1.02%,1180.26,0.22,2983.53,-0.68%,186.6,92.28,-2588.4,1175.3
22-Oct-10,0.19,2.561,0.75%,6.6589,0.12%,3.4,-1.45%,1.91,-1.55%,1183.08,0.21,2975.04,-0.28%,186.6,92.28,-2588.4,1175.3
25-Oct-10,0.19,2.565,0.16%,6.6582,-0.01%,3.41,0.29%,1.96,2.62%,1185.62,0.23,3051.42,2.57%,186.6,92.28,-2588.4,1175.3
26-Oct-10,0.19,2.645,3.12%,6.6626,0.07%,3.68,7.92%,1.96,0.00%,1185.64,0.23,3041.54,-0.32%,186.6,92.28,-2588.4,1175.3
27-Oct-10,0.19,2.722,2.91%,6.681,0.28%,3.569,-3.02%,1.96,0.00%,1182.45,0.23,2997.05,-1.46%,186.6,92.28,-2588.4,1175.3
28-Oct-10,0.19,2.659,-2.31%,6.6871,0.09%,3.7,3.67%,2.03,3.57%,1183.78,0.23,2992.58,-0.15%,186.6,92.28,-2588.4,1175.3
29-Oct-10,0.2,2.603,-2.11%,6.6707,-0.25%,3.67,-0.81%,1.98,-2.46%,1183.26,0.22,2978.83,-0.46%,186.6,92.28,-2588.4,1175.3
10-Nov-10,0.17,2.639,-0.90%,6.6341,-0.15%,3.78,-1.31%,2.1,-3.67%,1218.71,0.24,3115.36,-0.63%,187.7,92.32,-20674,1164.1
12-Nov-10,0.19,2.789,5.01%,6.6371,0.18%,3.84,-3.90%,2.18,-6.44%,1199.21,0.27,2985.43,-5.16%,187.7,92.32,-20674,1164.1
15-Nov-10,0.21,2.967,6.38%,6.6437,0.10%,3.9,1.56%,2.35,7.80%,1197.75,0.29,3014.41,0.97%,187.7,92.32,-20674,1164.1
16-Nov-10,0.21,2.845,-4.11%,6.6386,-0.08%,3.84,-1.54%,2.18,-7.23%,1178.34,0.27,2894.54,-3.98%,187.7,92.32,-20674,1164.1
17-Nov-10,0.2,2.882,1.30%,6.642,0.05%,3.88,1.04%,2.35,7.80%,1178.59,0.26,2838.86,-1.92%,187.7,92.32,-20674,1164.1
18-Nov-10,0.2,2.901,0.66%,6.6334,-0.13%,3.84,-1.03%,2.13,-9.36%,1196.69,0.26,2865.45,0.94%,187.7,92.32,-20674,1164.1
19-Nov-10,0.21,2.873,-0.97%,6.6401,0.10%,3.9,1.56%,2.2,3.29%,1199.73,0.27,2888.57,0.81%,187.7,92.32,-20674,1164.1
22-Nov-10,0.19,2.806,-2.33%,6.6423,0.03%,3.83,-1.79%,2.35,6.82%,1197.84,0.26,2884.37,-0.15%,187.7,92.32,-20674,1164.1
23-Nov-10,0.2,2.782,-0.86%,6.6442,0.03%,3.96,3.39%,2.37,0.85%,1180.73,0.26,2828.28,-1.94%,187.7,92.32,-20674,1164.1
24-Nov-10,0.2,2.912,4.67%,6.6534,0.14%,3.96,0.00%,2.27,-4.22%,1198.35,0.28,2859.94,1.12%,187.7,92.32,-20674,1164.1
26-Nov-10,0.2,2.87,-1.41%,6.6686,0.28%,3.95,-0.75%,2.65,12.77%,1189.4,0.28,2871.7,-0.92%,187.7,92.32,-20674,1164.1
29-Nov-10,0.2,2.826,-1.53%,6.6605,-0.12%,3.95,0.00%,2.35,-11.32%,1187.76,0.28,2866.36,-0.19%,187.7,92.32,-20674,1164.1
30-Nov-10,0.2,2.797,-1.03%,6.667,0.10%,3.9,-1.27%,2.83,20.43%,1180.55,0.27,2820.18,-1.61%,187.7,92.32,-20674,1164.1
10-Dec-10,0.16,3.323,3.42%,6.6553,0.00%,3.85,-0.26%,2.6,1.96%,1240.4,0.29,2841.04,1.07%,189.7,92.47,-23359.6,1160.1
13-Dec-10,0.17,3.277,-1.38%,6.6664,0.17%,3.95,2.60%,2.55,-1.92%,1240.46,0.29,2922.95,2.88%,189.7,92.47,-23359.6,1160.1
14-Dec-10,0.19,3.473,5.98%,6.6565,-0.15%,3.88,-1.77%,2.7,5.88%,1241.59,0.3,2927.08,0.14%,189.7,92.47,-23359.6,1160.1
15-Dec-10,0.2,3.538,1.87%,6.6548,-0.03%,3.85,-0.77%,2.92,8.15%,1235.23,0.3,2911.41,-0.54%,189.7,92.47,-23359.6,1160.1
16-Dec-10,0.2,3.434,-2.94%,6.6638,0.14%,3.9,1.30%,2.9,-0.68%,1242.87,0.31,2898.14,-0.46%,189.7,92.47,-23359.6,1160.1
17-Dec-10,0.2,3.332,-2.97%,6.6555,-0.12%,3.82,-2.05%,2.55,-12.07%,1243.91,0.3,2893.74,-0.15%,189.7,92.47,-23359.6,1160.1
