Date,Exchange Rate
17-Jul-18,6.7065
18-Jul-18,6.7196
19-Jul-18,6.7751
20-Jul-18,6.7709
23-Jul-18,6.793
24-Jul-18,6.7915
25-Jul-18,6.7697
26-Jul-18,6.7927
27-Jul-18,6.8137
30-Jul-18,6.815
31-Jul-18,6.8127
10-Aug-18,6.8472
13-Aug-18,6.8913
14-Aug-18,6.8842
15-Aug-18,6.9348
16-Aug-18,6.8825
17-Aug-18,6.8775
20-Aug-18,6.8578
21-Aug-18,6.8472
22-Aug-18,6.8418
23-Aug-18,6.8777
24-Aug-18,6.807
27-Aug-18,6.8156
28-Aug-18,6.803
29-Aug-18,6.8213
30-Aug-18,6.8445
31-Aug-18,6.8315
10-Sep-18,6.8556
11-Sep-18,6.873
12-Sep-18,6.8606
13-Sep-18,6.8448
14-Sep-18,6.869
17-Sep-18,6.857
18-Sep-18,6.8616
19-Sep-18,6.8483
20-Sep-18,6.8468
21-Sep-18,6.8571
25-Sep-18,6.8665
26-Sep-18,6.8786
27-Sep-18,6.8902
28-Sep-18,6.8689
10-Oct-18,6.9242
11-Oct-18,6.8899
12-Oct-18,6.9225
15-Oct-18,6.9168
16-Oct-18,6.912
17-Oct-18,6.9275
18-Oct-18,6.9376
19-Oct-18,6.9297
22-Oct-18,6.9474
23-Oct-18,6.9383
24-Oct-18,6.944
25-Oct-18,6.9489
26-Oct-18,6.9435
29-Oct-18,6.9619
30-Oct-18,6.9672
31-Oct-18,6.9756
13-Nov-18,6.956
14-Nov-18,6.9505
15-Nov-18,6.9393
16-Nov-18,6.938
19-Nov-18,6.942
20-Nov-18,6.9452
21-Nov-18,6.927
23-Nov-18,6.9485
26-Nov-18,6.9408
27-Nov-18,6.9515
28-Nov-18,6.9539
29-Nov-18,6.9425
30-Nov-18,6.9605
10-Dec-18,6.9117
11-Dec-18,6.9
12-Dec-18,6.88
13-Dec-18,6.8816
14-Dec-18,6.9077
17-Dec-18,6.8972
18-Dec-18,6.8951
19-Dec-18,6.8922
20-Dec-18,6.8851
21-Dec-18,6.9065
24-Dec-18,6.8991
26-Dec-18,6.8854
27-Dec-18,6.8663
28-Dec-18,6.8785
10-Jan-19,6.7885
11-Jan-19,6.763
14-Jan-19,6.768
15-Jan-19,6.761
16-Jan-19,6.7568
17-Jan-19,6.7764
18-Jan-19,6.779
22-Jan-19,6.808
23-Jan-19,6.792
24-Jan-19,6.7885
25-Jan-19,6.7473
28-Jan-19,6.7453
29-Jan-19,6.7329
30-Jan-19,6.7165
31-Jan-19,6.7008
11-Feb-19,6.7923
12-Feb-19,6.774
13-Feb-19,6.7604
14-Feb-19,6.7721
15-Feb-19,6.773
19-Feb-19,6.7587
20-Feb-19,6.7213
21-Feb-19,6.7198
22-Feb-19,6.7142
25-Feb-19,6.6894
26-Feb-19,6.7002
27-Feb-19,6.6872
28-Feb-19,6.6941
11-Mar-19,6.7265
12-Mar-19,6.7085
13-Mar-19,6.7071
14-Mar-19,6.723
15-Mar-19,6.7138
18-Mar-19,6.713
19-Mar-19,6.7119
20-Mar-19,6.6946
21-Mar-19,6.6993
22-Mar-19,6.7181
25-Mar-19,6.7094
26-Mar-19,6.7157
27-Mar-19,6.7271
28-Mar-19,6.739
29-Mar-19,6.712
10-Apr-19,6.716
11-Apr-19,6.7194
12-Apr-19,6.7044
15-Apr-19,6.7086
16-Apr-19,6.7122
17-Apr-19,6.6882
18-Apr-19,6.7091
22-Apr-19,6.712
23-Apr-19,6.7259
24-Apr-19,6.7219
25-Apr-19,6.7431
26-Apr-19,6.7298
29-Apr-19,6.7336
30-Apr-19,6.7349
10-May-19,6.824
13-May-19,6.8784
14-May-19,6.876
15-May-19,6.8761
16-May-19,6.8838
17-May-19,6.9187
20-May-19,6.9123
21-May-19,6.9023
22-May-19,6.9064
23-May-19,6.9105
24-May-19,6.9002
28-May-19,6.9101
29-May-19,6.9145
30-May-19,6.9019
