Date,FED RATE,US(10)BOND,Change %_x,Exchange Rate,Change %_y,CH(10)BOND,Change %_x,CH(1)BOND,Change %_y, S&P Stock,CH(1) BOND,Shanghai Stock,Change %,PPI,CPI,TRADE BALANCE,DEBT
26-Apr-19,2.44,2.5,-1.34%,6.7298,-0.20%,3.421,-0.35%,2.69,-0.11%,2939.88,2.41,3086.4,-1.20%,202.1,107.82,-26902.6,1120.5
29-Apr-19,2.45,2.527,1.08%,6.7336,0.06%,3.43,0.44%,2.664,0.15%,2943.03,2.42,3062.5,-0.77%,202.1,107.82,-26902.6,1120.5
30-Apr-19,2.45,2.504,-0.91%,6.7349,0.02%,3.416,-0.41%,2.685,0.79%,2945.83,2.39,3078.34,0.52%,202.1,107.82,-26902.6,1120.5
10-May-19,2.38,2.473,0.82%,6.824,-0.05%,3.314,-0.48%,2.628,0.31%,2881.4,2.36,2939.21,3.10%,202.1,107.82,-26902.6,1120.5
13-May-19,2.38,2.403,-1.32%,6.8784,0.80%,3.315,0.03%,2.612,-0.61%,2811.87,2.32,2903.71,-1.21%,202.1,107.82,-26902.6,1120.5
14-May-19,2.38,2.414,0.46%,6.876,-0.03%,3.296,-0.57%,2.617,0.19%,2834.41,2.32,2883.61,-0.69%,202.1,107.82,-26902.6,1120.5
15-May-19,2.4,2.377,-1.53%,6.8761,0.00%,3.32,0.73%,2.62,0.11%,2850.96,2.3,2938.68,1.91%,202.1,107.82,-26902.6,1120.5
16-May-19,2.39,2.394,0.72%,6.8838,0.11%,3.289,-0.93%,2.628,0.31%,2876.32,2.33,2955.71,0.58%,202.1,107.82,-26902.6,1120.5
17-May-19,2.39,2.393,-0.04%,6.9187,0.51%,3.283,-0.18%,2.62,-0.30%,2859.53,2.33,2882.3,-2.48%,202.1,107.82,-26902.6,1120.5
20-May-19,2.39,2.419,0.73%,6.9123,-0.09%,3.298,0.46%,2.593,-1.03%,2840.23,2.34,2870.6,-0.41%,202.1,107.82,-26902.6,1120.5
21-May-19,2.39,2.428,0.37%,6.9023,-0.14%,3.308,0.30%,2.593,0.00%,2864.36,2.36,2905.97,1.23%,202.1,107.82,-26902.6,1120.5
22-May-19,2.38,2.38,-1.98%,6.9064,0.06%,3.317,0.27%,2.615,0.85%,2856.27,2.37,2891.7,-0.49%,202.1,107.82,-26902.6,1120.5
23-May-19,2.38,2.322,-2.44%,6.9105,0.06%,3.339,0.66%,2.6,-0.57%,2822.24,2.32,2852.52,-1.35%,202.1,107.82,-26902.6,1120.5
24-May-19,2.38,2.324,0.09%,6.9002,-0.15%,3.333,-0.18%,2.613,0.50%,2826.06,2.33,2852.99,0.02%,202.1,107.82,-26902.6,1120.5
28-May-19,2.39,2.268,-1.81%,6.9101,0.18%,3.358,0.24%,2.622,1.39%,2802.39,2.31,2909.91,0.61%,202.1,107.82,-26902.6,1120.5
29-May-19,2.39,2.262,-0.26%,6.9145,0.06%,3.328,-0.89%,2.614,-0.31%,2783.02,2.3,2914.7,0.16%,202.1,107.82,-26902.6,1120.5
30-May-19,2.39,2.217,-1.99%,6.9019,-0.18%,3.323,-0.15%,2.619,0.19%,2788.86,2.29,2905.81,-0.31%,202.1,107.82,-26902.6,1120.5
